cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
558,treat1,"mobile health tool (mHealth) with pulse oximeter, spirometer, thermometer, and mobile phone",False,,43,365.0,0.0,365.0,False,,COPD,41.86,58.14,18.0,25.0,False,,69.3,8.8,,,,,,,,,,,Currently smoking: 13 (30.23%)~non-smoking (inferred): 30,,,,,53.0,21.5,,MRC_mean: 2.5~MRC_sd: 1.2~other: Diagnosis of COPD >5 years: 29 (67.44%)~NCSI_subdomain: QOL: 12.90 (SD 8.32)~NCSI_subdomain: HRQOL: 4.19 (SD 1.74)~NCSI_subdomain: relationship: 2.42 (SD 0.93)~NCSI_subdomain: subjective impairment: 11.84 (SD 5.80)~NCSI_subdomain: behavioral impairment: 22.11 (SD 17.89)~NCSI_subdomain: subjective symptoms: 9.86 (SD 4.88)~NCSI_subdomain: dyspnea emotions: 8.77 (SD 2.42)~NCSI_subdomain: fatigue: 35.93 (SD 10.96)~CCQ_total_mean: 2.06~CCQ_total_sd: 1.02~CCQ_symptoms_mean: 2.41~CCQ_symptoms_sd: 1.12~CCQ_functional_mean: 2.22~CCQ_functional_sd: 1.38~CCQ_mental_mean: 1.03~CCQ_mental_sd: 1.01~EQ5D_mean: 0.81~EQ5D_sd: 0.15~EQ5D_VAS_mean: 65.53~EQ5D_VAS_sd: 17.37~other: Exacerbation-related self-efficacy: 2.91 (SD 0.43)~comorbid_joint_disorders_pct: 30.23%~comorbid_cardiac_disorders_pct: 27.91%~comorbid_back_pain_pct: 18.60%~comorbid_diabetes_pct: 6.98%~comorbid_depression_anxiety_pct: 6.98%,2,home-based mHealth tool with remote monitoring by hospital/GP practice nurses; recruited from outpatient clinics and general practices,moderate,"Step 1: clinical responsibility lies with hospital/GP practice (suggests 2 or 1), delivery is home-based (suggests 3). Step 2: provider type (nurses from recruiting centers) and recruitment from outpatient clinics and GP practices suggest secondary/primary care. Coded 2 as most patients recruited from hospitals and pulmonary specialist involvement.",0,,,,1,persisting difficulties in using the mHealth system after a 2-week practice period and additional assistance; insufficient knowledge of the Dutch language,1,"mobile phone, pulse oximeter (CMS50D), spirometer (PiKo-1), and forehead thermometer (FTN) provided",False,,1,2-week run-in period with daily use to get familiarized; nurse instructions on use of mHealth tool,1,research team responsible for technical support of the mHealth tool,False,,,,True,,,,Currently working: 6 (13.95%),,Low education level: 19 (44.19%)~missing (inferred): 24,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:48:44.229748', 'study_info': {'n_arms': 2, 'arm_labels': ['Mobile health tool intervention group', 'Paper action plan control group']}}",Secondary
558,control,paper exacerbation action plan,False,,44,365.0,0.0,365.0,False,,COPD,34.09,65.91,15.0,29.0,False,,65.9,8.9,,,,,,,,,,,Currently smoking: 11 (25.00%)~non-smoking (inferred): 33,,,,,52.1,19.8,,MRC_mean: 2.6~MRC_sd: 1.3~other: Diagnosis of COPD >5 years: 28 (63.64%)~NCSI_subdomain: QOL: 19.08 (SD 11.93)~NCSI_subdomain: HRQOL: 4.68 (SD 1.78)~NCSI_subdomain: relationship: 3.39 (SD 1.74)~NCSI_subdomain: subjective impairment: 14.41 (SD 6.57)~NCSI_subdomain: behavioral impairment: 19.11 (SD 17.28)~NCSI_subdomain: subjective symptoms: 11.91 (SD 4.86)~NCSI_subdomain: dyspnea emotions: 11.59 (SD 3.92)~NCSI_subdomain: fatigue: 37.32 (SD 10.17)~CCQ_total_mean: 2.31~CCQ_total_sd: 1.09~CCQ_symptoms_mean: 2.60~CCQ_symptoms_sd: 1.27~CCQ_functional_mean: 2.53~CCQ_functional_sd: 1.36~CCQ_mental_mean: 1.30~CCQ_mental_sd: 0.99~EQ5D_mean: 0.74~EQ5D_sd: 0.20~EQ5D_VAS_mean: 64.20~EQ5D_VAS_sd: 15.35~other: Exacerbation-related self-efficacy: 2.84 (SD 0.41)~comorbid_joint_disorders_pct: 29.55%~comorbid_cardiac_disorders_pct: 27.27%~comorbid_back_pain_pct: 31.82%~comorbid_diabetes_pct: 6.82%~comorbid_depression_anxiety_pct: 4.55%,2,usual care with paper action plan; delivered through same recruiting centers (outpatient clinics and general practices),moderate,"Same setting as intervention arm; Step 1 signals disagree (clinical responsibility at hospital/GP, delivery at home), Step 2 confirms secondary care based on recruitment and provider type.",0,,,,0,,0,,False,,0,,0,,False,,,,True,,,,Currently working: 10 (22.73%),,Low education level: 17 (38.64%)~missing (inferred): 27,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:48:44.229748', 'study_info': {'n_arms': 2, 'arm_labels': ['Mobile health tool intervention group', 'Paper action plan control group']}}",Secondary
602,treat1,Online PR (myPR),False,,64,42.0,0.0,42.0,False,,COPD,35.94,64.06,23.0,41.0,False,,69.1,7.9,,,,,,,,,,,Current smoker: 9 (14.06%)~Ex-smoker: 55 (85.94%),,,,,58.0,23.6,,COPD_severity: Mild: 15 (23.44%)~COPD_severity: Moderate: 26 (40.62%)~COPD_severity: Severe: 17 (26.56%)~COPD_severity: Very severe: 6 (9.38%)~FEV1_L_mean: 1.63~FEV1_L_sd: 0.71~FVC_L_mean: 3.03~FVC_L_sd: 0.99~FVC_pct_mean: 88.4~FVC_pct_sd: 22.0~6MWD_mean: 388.7~6MWD_sd: 104.4~CAT_mean: 18.1~CAT_sd: 7.9~SGRQ_total_mean: 42.4~SGRQ_total_sd: 18.6~HADS_total_median: 10.0~HADS_total_iqr: 6.0-16.5~mMRC_median: 2.0~mMRC_iqr: 1.0-3.0~comorbid_hypertension_pct: 35.94%~comorbid_CVD_pct: 34.38%~comorbid_cerebrovascular_pct: 7.81%~comorbid_dermatological_pct: 10.94%~comorbid_diabetes_and_endocrine_pct: 21.88%~comorbid_gastroenterological_pct: 32.81%~comorbid_haematological_pct: 1.56%~comorbid_neurological_and_psychiatric_pct: 17.19%~comorbid_history_of_malignancy_pct: 6.25%~comorbid_musculoskeletal_pct: 14.06%~comorbid_renal_pct: 3.12%~comorbid_other_respiratory_pct: 4.69%~comorbid_none_pct: 6.25%,2,Online PR (myPR) delivered remotely to participants' homes; clinical responsibility held by hospital-based physiotherapist and research team from Portsmouth Hospitals NHS Trust,moderate,"Step 1 split: clinical responsibility lies with hospital specialist team (suggests 2), but delivery is fully home-based via online platform (suggests 3). Step 2 provider type (hospital-employed physiotherapist led the online programme) confirmed 2.",0,,,,1,access to the internet and the ability to operate a web platform,0,,False,,1,"basic instructions on the use of the programme, in a brief 5-10 min introductory session face to face with a member of the clinical research team",1,Contact details of the research team were provided so that patients had a point of reference for any queries they had regarding the technology,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:49:18.739969', 'study_info': {'n_arms': 2, 'arm_labels': ['Face-to-face PR', 'Online PR']}}",Secondary
602,control,Face-to-face PR,False,,26,42.0,0.0,42.0,False,,COPD,30.77,69.23,8.0,18.0,False,,71.4,8.6,,,,,,,,,,,Current smoker: 6 (23.08%)~Ex-smoker: 20 (76.92%),,,,,60.5,20.1,,COPD_severity: Mild: 5 (19.23%)~COPD_severity: Moderate: 13 (50.00%)~COPD_severity: Severe: 7 (26.92%)~COPD_severity: Very severe: 1 (3.85%)~FEV1_L_mean: 1.66~FEV1_L_sd: 0.67~FVC_L_mean: 2.97~FVC_L_sd: 1.03~FVC_pct_mean: 83.2~FVC_pct_sd: 21.2~6MWD_mean: 416.5~6MWD_sd: 118.3~CAT_mean: 17.3~CAT_sd: 6.7~SGRQ_total_mean: 37.7~SGRQ_total_sd: 17.2~HADS_total_median: 10.0~HADS_total_iqr: 6.0-18.0~mMRC_median: 2.0~mMRC_iqr: 1.0-2.0~comorbid_hypertension_pct: 26.92%~comorbid_CVD_pct: 50.00%~comorbid_cerebrovascular_pct: 3.85%~comorbid_dermatological_pct: 0.00%~comorbid_diabetes_and_endocrine_pct: 23.08%~comorbid_gastroenterological_pct: 19.23%~comorbid_haematological_pct: 3.85%~comorbid_neurological_and_psychiatric_pct: 11.54%~comorbid_history_of_malignancy_pct: 11.54%~comorbid_musculoskeletal_pct: 25.92%~comorbid_renal_pct: 7.69%~comorbid_other_respiratory_pct: 3.85%~comorbid_none_pct: 11.54%,2,Conventional face-to-face PR delivered in a rehabilitation facility by a physiotherapist and nurse on the research team; participants recruited from Portsmouth Hospitals NHS Trust outpatient respiratory clinics,high,,0,,,,1,access to the internet and the ability to operate a web platform,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:49:18.739969', 'study_info': {'n_arms': 2, 'arm_labels': ['Face-to-face PR', 'Online PR']}}",Secondary
641,control,standard care (usual care),False,,30,120.0,0.0,120.0,False,,COPD,60.0,40.0,18.0,12.0,False,,69.1,9.85,,,27.41,8.38,,,,,,,Current: 8 (27.59%)~Ex-smoker: 21 (72.41%)~non-smoking (inferred): 1,,,,,30.27,12.59,,"FEV1_severity: moderate: 3 (10.00%), severe: 10 (33.33%), very severe: 17 (56.67%)~SpO2_mean: 92.41~SpO2_sd: 5.28~Charlson_mean: 2.47~Charlson_sd: 1.76~hospitalizations_prior_year_mean: 1.47~hospitalizations_prior_year_sd: 1.55~other: days_hospitalized_prior_year_mean: 3.83 (SD 5.31)~other: respiratory_hospitalizations_prior_year_mean: 0.90 (SD 1.30)~other: days_respiratory_hospitalizations_prior_year_mean: 2.63 (SD 3.00)~CCQ_functional_mean: 3.75~CCQ_functional_sd: 1.36~CCQ_symptoms_mean: 3.84~CCQ_symptoms_sd: 1.23~CCQ_mental_mean: 3.53~CCQ_mental_sd: 1.54~CCQ_total_mean: 24.01~CCQ_total_sd: 7.12~other: MARS_5_mean: 22.30 (SD 3.76)",2,"usual care including GP, hospital outpatient services, and rehabilitation program; participants recruited from hospital",low,Step 1 signals unclear: clinical responsibility shared between GP and hospital; delivery location not specified. Step 2: recruitment from hospital and usual care includes hospital services suggests secondary care. Confidence low.,0,,,,0,,0,,False,,0,,1,phone number of physiotherapists for issues with Smartinhalers,False,,,,False,,,,,,,NZ European: 16 (53.33%)~Māori: 10 (33.33%)~Pacific Island: 1 (3.33%)~Other: 3 (10.00%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:31.745450', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
641,treat1,robot intervention (iRobi),False,,30,120.0,0.0,120.0,False,,COPD,63.33,36.67,19.0,11.0,False,,70.57,10.34,,,29.16,8.83,,,,,,,Current: 6 (24.00%)~Ex-smoker: 19 (76.00%)~non-smoking (inferred): 5,,,,,33.8,13.61,,"FEV1_severity: moderate: 5 (16.67%), severe: 12 (40.00%), very severe: 13 (43.33%)~SpO2_mean: 93.96~SpO2_sd: 3.31~Charlson_mean: 3.07~Charlson_sd: 1.41~hospitalizations_prior_year_mean: 2.40~hospitalizations_prior_year_sd: 2.46~other: days_hospitalized_prior_year_mean: 7.80 (SD 10.87)~other: respiratory_hospitalizations_prior_year_mean: 1.23 (SD 2.01)~other: days_respiratory_hospitalizations_prior_year_mean: 4.67 (SD 7.57)~CCQ_functional_mean: 3.48~CCQ_functional_sd: 1.19~CCQ_symptoms_mean: 3.60~CCQ_symptoms_sd: 1.03~CCQ_mental_mean: 3.88~CCQ_mental_sd: 1.59~CCQ_total_mean: 23.56~CCQ_total_sd: 6.82~other: MARS_5_mean: 21.43 (SD 4.15)",2,home-based robot intervention with remote monitoring by hospital-employed physiotherapists and respiratory physician oversight,moderate,"Step 1 split: clinical responsibility with hospital team (suggests 2), delivery home-based (suggests 3). Step 2 provider type (hospital physiotherapists) confirmed 2. Confidence moderate.",0,,,,0,,1,"robot (iRobi), Smartinhalers, internet connectivity provided",False,,1,physiotherapists demonstrated all functions; written manual provided,1,phone number of physiotherapists for technical issues; 62 hours spent troubleshooting,False,,,,False,,,,,,,NZ European: 15 (50.00%)~Māori: 8 (26.67%)~Pacific Island: 4 (13.33%)~Other: 3 (10.00%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:31.745450', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
770,treat1,integrated care (IC),False,,65,365.0,0.0,365.0,False,,COPD,23.08,76.92,15.0,50.0,False,,70.0,9.0,,,26.4,5.1,,,,,,,Active smokers: 21 (32.31%)~non-smoking (inferred): 44,,,,,43.0,20.0,,FVC_pct_mean: 64~FVC_pct_sd: 21~FEV1_FVC_ratio_mean: 48~FEV1_FVC_ratio_sd: 18~PaO2_mean: 64 mmHg~PaO2_sd: 11~PaCO2_mean: 44 mmHg~PaCO2_sd: 7~MRC_mean: 3.5~MRC_sd: 1.3~SGRQ_total_mean: 57~SGRQ_total_sd: 18~EQ5D_VAS_mean: 47.8~EQ5D_VAS_sd: 18.1~Goldberg_anxiety_mean: 8.5~Goldberg_anxiety_sd: 5.6~hospitalizations_prior_year_mean: 1.0~hospitalizations_prior_year_sd: 1.3~LTOT_pct: 24.62%~comorbidities_mean: 1.9~comorbidities_sd: 1.4,2,hospital-based integrated care program with home visits and phone support; clinical responsibility held by hospital specialist nurse and primary care team,moderate,"Step 1 split: clinical responsibility shared between hospital specialist nurse (case manager) and primary care team (suggests 2 or 1), delivery is home-based and via phone (suggests 3). Step 2 provider type (hospital-based specialist nurse delivers education and home visits) and recruitment from tertiary hospitals confirmed 2.",0,,,,1,"logistical limitations due to extremely poor social conditions, such as illiteracy or no phone access at home (10%)",0,,False,,1,"comprehensive educational programme of <2 h duration administered by a specialised respiratory nurse, covering knowledge of the disease, instructions on nonpharmacological treatment, assessment of administration techniques for pharmacological therapy and empowerment for self-management",1,accessibility of the specialised nurse to patients/carers and primary care professionals ensured through an ICT platform including a web-based call centre; weekly phone calls during first month after discharge,False,,,,True,Annual income <€6000: 7 (13.46%),,,,,Education less than primary: 16 (24.62%)~missing (inferred): 49,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:59.406899', 'study_info': {'n_arms': 2, 'arm_labels': ['integrated care', 'usual care']}}",Secondary
770,control,usual care (UC),False,,90,365.0,0.0,365.0,False,,COPD,12.22,87.78,11.0,79.0,False,,72.0,9.0,,,26.1,5.4,,,,,,,Active smokers: 19 (21.11%)~non-smoking (inferred): 71,,,,,41.0,15.0,,FVC_pct_mean: 63~FVC_pct_sd: 18~FEV1_FVC_ratio_mean: 48~FEV1_FVC_ratio_sd: 17~PaO2_mean: 64 mmHg~PaO2_sd: 14~PaCO2_mean: 44 mmHg~PaCO2_sd: 7~MRC_mean: 3.5~MRC_sd: 1.2~SGRQ_total_mean: 59~SGRQ_total_sd: 18~EQ5D_VAS_mean: 47.4~EQ5D_VAS_sd: 18.5~Goldberg_anxiety_mean: 8.2~Goldberg_anxiety_sd: 5.9~hospitalizations_prior_year_mean: 0.6~hospitalizations_prior_year_sd: 1.2~LTOT_pct: 23.33%~comorbidities_mean: 1.8~comorbidities_sd: 1.5,2,usual care; patients discharged by attending physician and visited by their own physician (usually every 6 months); no additional support from specialised nurse or call centre; participants recruited from tertiary hospitals,moderate,"Step 1: clinical responsibility lies with attending physician (suggests 2 if hospital-based, 1 if GP). Delivery location not explicitly described. Step 2: recruitment from tertiary hospitals and usual care regime (outpatient control by attending physician) suggests 2.",0,,,,1,"logistical limitations due to extremely poor social conditions, such as illiteracy or no phone access at home (10%)",0,,False,,0,,0,,False,,,,True,Annual income <€6000: 16 (24.24%),,,,,Education less than primary: 20 (22.22%)~missing (inferred): 70,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:59.406899', 'study_info': {'n_arms': 2, 'arm_labels': ['integrated care', 'usual care']}}",Secondary
792,treat1,tele-rehabilitation with VAPA,False,,27,56.0,124.0,180.0,False,,COPD,40.74,59.26,11.0,16.0,True,"printed male % (51.6%) is between-arm distribution (16/31), not within-arm; recomputed within-arm male=59.26%",67.4,10.2,,,,,,,,,,,Current: 4 (16.00%)~Former: 21 (84.00%)~Never: 0 (0.00%)~non-smoking (inferred): 2,,,,,36.1,14.1,,FVC_pct_mean: 67.4~FVC_pct_sd: 19.9~FEV1_FVC_ratio_mean: 48.6~FEV1_FVC_ratio_sd: 15.4~6MWD_mean: 385.5~6MWD_sd: 86.9~steps_per_day_mean: 8601~steps_per_day_sd: 4831~other: 7dVMCPM_mean: 282.1 (SD 133)~SGRQ_total_mean: 55.6~SGRQ_total_sd: 13.5~SGRQ_symptoms_mean: 56.15~SGRQ_symptoms_sd: 21.1~SGRQ_activity_mean: 77.5~SGRQ_activity_sd: 14.35~SGRQ_impact_mean: 42.8~SGRQ_impact_sd: 15.5~other: IADL_mean: 1.1 (SD 1.1)~other: GAD7_mean: 3.3 (SD 3.9)~LTOT_pct: 7.41%,2,"home-based tele-rehabilitation with VAPA, supported by hospital-based physiotherapist via video consultations and chat",moderate,"Step 1 split: clinical responsibility from hospital outpatient clinic (suggests 2), delivery at home (suggests 3). Step 2: physiotherapist is hospital-employed and provides remote consultations (confirms 2).",0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:47:57.958259'}",Secondary
792,control,standard hospital-based pulmonary rehabilitation,False,,27,56.0,124.0,180.0,False,,COPD,44.44,55.56,12.0,15.0,True,"printed male % (48.4%) is between-arm distribution (15/31), not within-arm; recomputed within-arm male=55.56%",72.5,7.4,,,,,,,,,,,Current: 3 (14.29%)~Former: 18 (85.71%)~Never: 0 (0.00%)~non-smoking (inferred): 6,,,,,32.8,8.5,,FVC_pct_mean: 70.2~FVC_pct_sd: 17.9~FEV1_FVC_ratio_mean: 39.1~FEV1_FVC_ratio_sd: 17.5~6MWD_mean: 366.6~6MWD_sd: 97.8~steps_per_day_mean: 9234~steps_per_day_sd: 7126~other: 7dVMCPM_mean: 358.3 (SD 262)~SGRQ_total_mean: 60.6~SGRQ_total_sd: 14.1~SGRQ_symptoms_mean: 61.2~SGRQ_symptoms_sd: 23.5~SGRQ_activity_mean: 76.8~SGRQ_activity_sd: 15.4~SGRQ_impact_mean: 51.2~SGRQ_impact_sd: 15.9~other: IADL_mean: 2.2 (SD 2.3)~other: GAD7_mean: 5.9 (SD 6.6)~LTOT_pct: 7.41%,2,conventional hospital-based pulmonary rehabilitation at Aarhus University Hospital outpatient clinic,high,,0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:47:57.958259'}",Secondary
825,treat1,web-based PR programme (SPACE for COPD),False,,51,49.0,0.0,49.0,True,Average time to complete web programme was 11 weeks (77 days); planned assessment was at 6-7 weeks but actual varied.,COPD,25.49,74.51,13.0,38.0,False,,66.4,10.1,,,27.9,6.4,,,,,,,,,,,,58.7,29.1,,"MRC_distribution: 2: 14 (27.45%), 3: 20 (39.22%), 4: 12 (23.53%), 5: 3 (5.88%)~ISWT_mean: 296.7~ISWT_sd: 180.8~ESWT_mean: 241.7~ESWT_sd: 209.7~CRQ_dyspnea_mean: 2.7~CRQ_dyspnea_sd: 1.2~CAT_mean: 20.8~CAT_sd: 8.6~PRAISE_mean: 45.6~PRAISE_sd: 7.7~HADS_anxiety_mean: 7.9~HADS_anxiety_sd: 4.8~HADS_depression_mean: 6.4~HADS_depression_sd: 3.8~BCKQ_mean: 33.9~BCKQ_sd: 8.6",2,home-based web programme with remote specialist support from hospital PR team,moderate,"Step 1 split: clinical responsibility with hospital PR specialist (suggests 2), delivery at home (suggests 3). Step 2 provider type (hospital-employed rehabilitation specialist provides remote support) confirmed 2.",0,,,,1,"Access to the internet for more than 3 months, ability to navigate websites, regular use of email required",0,,False,,1,standardised introductory session with written instructions on website navigation,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:59:04.690900', 'study_info': {'n_arms': 2, 'arm_labels': ['conventional PR', 'web-based PR']}}",Secondary
825,control,conventional PR programme (hospital or community based),False,,52,49.0,0.0,49.0,False,,COPD,36.54,63.46,19.0,33.0,False,,66.1,8.1,,,29.3,6.3,,,,,,,,,,,,55.0,20.5,,"MRC_distribution: 2: 21 (40.38%), 3: 13 (25.00%), 4: 14 (26.92%), 5: 1 (1.92%)~ISWT_mean: 284.2~ISWT_sd: 156.0~ESWT_mean: 246.2~ESWT_sd: 144.0~CRQ_dyspnea_mean: 2.7~CRQ_dyspnea_sd: 1.1~CAT_mean: 20.8~CAT_sd: 7.5~PRAISE_mean: 45.7~PRAISE_sd: 7.7~HADS_anxiety_mean: 7.1~HADS_anxiety_sd: 5.0~HADS_depression_mean: 5.8~HADS_depression_sd: 3.6~BCKQ_mean: 37.1~BCKQ_sd: 12.5",2,"conventional PR at hospital or community sites, primarily hospital-based",moderate,"Step 1: clinical responsibility with PR team (hospital/community), delivery at hospital/community sites. Both signals suggest 2. However, community-based PR could be considered 3; coded 2 based on primary recruitment from hospital referrals.",0,,,,1,"Access to the internet for more than 3 months, ability to navigate websites, regular use of email required",0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:59:04.690900', 'study_info': {'n_arms': 2, 'arm_labels': ['conventional PR', 'web-based PR']}}",Secondary
1067,treat1,telerehabilitation,False,,71,56.0,309.0,365.0,False,,COPD: 50 (70.42%)~ILD: 5 (7.04%)~Bronchiectasis: 10 (14.08%)~Asthma: 6 (8.45%),57.75,42.25,41.0,30.0,False,,68.0,9.0,,,28.0,6.0,,,,,,,Current: 11 (15.49%)~Ex smoker: 49 (69.01%)~Never smoker: 11 (15.49%),,,Median 40 [15 to 60],,59.0,25.0,,"FEV1_L_mean: 1.5~FEV1_L_sd: 0.7~FVC_L_mean: 2.9~FVC_L_sd: 0.9~FVC_pct_mean: 84~FVC_pct_sd: 21~FEV1_FVC_ratio_mean: 54~FEV1_FVC_ratio_sd: 20~6MWD_mean: 418.6~6MWD_sd: 117.2~VO2peak_pct_pred_mean: 59~VO2peak_pct_pred_sd: 20~CPET_Wmax_mean: 71~CPET_Wmax_sd: 26~other: Endurance cycle time median: 237 [IQR 146 to 335]~LTOT_pct: 12.68%~CRQ_dyspnoea_mean: 15~CRQ_dyspnoea_sd: 6~CRQ_fatigue_mean: 15~CRQ_fatigue_sd: 7~CRQ_emotion_mean: 33~CRQ_emotion_sd: 9~CRQ_mastery_mean: 20~CRQ_mastery_sd: 9~CRQ_total_mean: 83~CRQ_total_sd: 22~mMRC_median: 2~mMRC_iqr: 1 to 3~mMRC_distribution: 0: 2 (2.82%), 1: 25 (35.21%), 2: 25 (35.21%), 3: 15 (21.13%), 4: 4 (5.63%)~other: HADS anxiety: No case 46 (64.79%), Borderline 9 (12.68%), Case 16 (22.54%)~other: HADS depression: No case 49 (69.01%), Borderline 13 (18.31%), Case 9 (12.68%)~SF36_PCS_mean: 37~SF36_PCS_sd: 9~SF36_MCS_mean: 49~SF36_MCS_sd: 13~PRAISE_mean: 48~PRAISE_sd: 7~sedentary_min_per_day_mean: 531~sedentary_min_per_day_sd: 163~other: Light physical activity mean: 267 (SD 107)~MVPA_min_per_day_median: 58~MVPA_min_per_day_iqr: 28 to 110~other: Number of comorbidities median: 3 [IQR 2 to 5]~other: Participants with hospital admissions in year prior: 11 (15.49%)~other: Naive to pulmonary rehabilitation: 52 (73.24%)",2,home-based telerehabilitation with remote supervision by hospital-based physiotherapist,moderate,"Step 1 split: clinical responsibility lies with hospital physiotherapist (suggests 2), delivery is home-based (suggests 3). Step 2 provider type (hospital-employed physiotherapist) confirmed 2.",2,PRAISE,48.0,SD 7,0,,1,"exercise bike, tablet with 4G data, pulse oximeter provided and set up by research team",False,,1,home visit to ensure understanding of equipment operation; pictorial instructions for tablet operation,1,telephone support for technology issues; median 2 calls per participant,False,,,,True,,,,,Metropolitan: 49 (69.01%)~Rural: 22 (30.99%),,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:47:49.902745', 'study_info': {'n_arms': 2, 'arm_labels': ['telerehabilitation', 'centre-based pulmonary rehabilitation']}}",Secondary
